ORINumber,Agency,Population,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,County
NJ0010100,ABSECON CITY PD,8252,,,,,,,,Atlantic
,Number of Offenses,8252,1,1,5,10,16,159,6,Atlantic
,"Rate Per 100,000",8252,12.1,12.1,60.6,121.2,193.9,"1,926.8",72.7,Atlantic
,Number of Clearances,8252,1,0,0,7,4,30,1,Atlantic
,Percent Cleared,8252,100,0,0,70,25,19,17,Atlantic
,Number of Arrests,8252,1,0,0,9,8,35,0,Atlantic
NJ0010200,ATLANTIC CITY PD,38271,,,,,,,,Atlantic
,Number of Offenses,38271,7,11,131,127,116,994,71,Atlantic
,"Rate Per 100,000",38271,18.3,28.7,342.3,331.8,303.1,"2,597.3",185.5,Atlantic
,Number of Clearances,38271,6,3,9,16,3,63,1,Atlantic
,Percent Cleared,38271,86,27,7,13,3,6,1,Atlantic
,Number of Arrests,38271,4,5,23,42,12,161,2,Atlantic
NJ0010000,ATLANTIC CO SHERIFF'S  OFFICE,0,,,,,,,,Atlantic
,Number of Offenses,0,0,0,0,0,0,0,0,Atlantic
,"Rate Per 100,000",0,0,0,0,0,0,0,0,Atlantic
,Number of Clearances,0,0,0,0,0,0,0,0,Atlantic
,Percent Cleared,0,0,0,0,0,0,0,0,Atlantic
,Number of Arrests,0,0,0,0,0,0,0,0,Atlantic
NJ0018900,ATLANTIC COUNTY PROSECUTOR'S OFFICE,0,,,,,,,,Atlantic
,Number of Offenses,0,0,0,0,0,0,0,0,Atlantic
,"Rate Per 100,000",0,0,0,0,0,0,0,0,Atlantic
,Number of Clearances,0,0,0,0,0,0,0,0,Atlantic
,Percent Cleared,0,0,0,0,0,0,0,0,Atlantic
,Number of Arrests,0,0,0,0,0,0,0,0,Atlantic
NJ0010300,BRIGANTINE PD,8896,,,,,,,,Atlantic
,Number of Offenses,8896,0,0,0,1,23,105,1,Atlantic
,"Rate Per 100,000",8896,0,0,0,11.2,258.5,"1,180.3",11.2,Atlantic
,Number of Clearances,8896,0,0,0,1,4,16,0,Atlantic
,Percent Cleared,8896,0,0,0,100,17,15,0,Atlantic
,Number of Arrests,8896,0,0,0,0,3,14,0,Atlantic
NJ0010400,BUENA PD,4405,,,,,,,,Atlantic
,Number of Offenses,4405,0,0,1,4,13,58,1,Atlantic
,"Rate Per 100,000",4405,0,0,22.7,90.8,295.1,"1,316.7",22.7,Atlantic
,Number of Clearances,4405,0,0,0,2,2,5,0,Atlantic
,Percent Cleared,4405,0,0,0,50,15,9,0,Atlantic
,Number of Arrests,4405,0,0,0,4,1,6,0,Atlantic
NJ0010700,EGG HARBOR CITY PD,4162,,,,,,,,Atlantic
,Number of Offenses,4162,0,0,4,5,35,85,2,Atlantic
,"Rate Per 100,000",4162,0,0,96.1,120.1,840.9,"2,042.3",48.1,Atlantic
,Number of Clearances,4162,0,0,0,4,1,22,1,Atlantic
,Percent Cleared,4162,0,0,0,80,3,26,50,Atlantic
,Number of Arrests,4162,0,0,0,5,1,21,0,Atlantic
NJ0010800,EGG HARBOR TWP PD,43276,,,,,,,,Atlantic
,Number of Offenses,43276,1,4,10,47,114,765,23,Atlantic
,"Rate Per 100,000",43276,2.3,9.2,23.1,108.6,263.4,"1,767.7",53.1,Atlantic
,Number of Clearances,43276,1,2,5,43,25,271,5,Atlantic
,Percent Cleared,43276,100,50,50,91,22,35,22,Atlantic
,Number of Arrests,43276,1,1,3,42,21,268,0,Atlantic
NJ0011100,GALLOWAY TWP PD,36467,,,,,,,,Atlantic
,Number of Offenses,36467,0,2,8,63,90,295,14,Atlantic
,"Rate Per 100,000",36467,0,5.5,21.9,172.8,246.8,809.0,38.4,Atlantic
,Number of Clearances,36467,0,0,2,46,25,43,0,Atlantic
,Percent Cleared,36467,0,0,25,73,28,15,0,Atlantic
,Number of Arrests,36467,0,0,3,23,23,39,0,Atlantic
NJ0011200,HAMILTON TWP PD,26380,,,,,,,,Atlantic
,Number of Offenses,26380,2,3,13,39,98,736,23,Atlantic
,"Rate Per 100,000",26380,7.6,11.4,49.3,147.8,371.5,"2,790.0",87.2,Atlantic
,Number of Clearances,26380,1,2,10,25,12,304,11,Atlantic
,Percent Cleared,26380,50,67,77,64,12,41,48,Atlantic
,Number of Arrests,26380,0,0,9,20,24,317,0,Atlantic
NJ0011300,HAMMONTON PD,14311,,,,,,,,Atlantic
,Number of Offenses,14311,0,0,5,4,30,111,8,Atlantic
,"Rate Per 100,000",14311,0,0,34.9,28.0,209.6,775.6,55.9,Atlantic
,Number of Clearances,14311,0,0,3,4,6,23,1,Atlantic
,Percent Cleared,14311,0,0,60,100,20,21,13,Atlantic
,Number of Arrests,14311,0,0,5,4,8,15,2,Atlantic
NJ0011400,LINWOOD CITY PD,6822,,,,,,,,Atlantic
,Number of Offenses,6822,1,0,2,1,12,40,1,Atlantic
,"Rate Per 100,000",6822,14.7,0,29.3,14.7,175.9,586.3,14.7,Atlantic
,Number of Clearances,6822,2,0,1,1,1,6,1,Atlantic
,Percent Cleared,6822,200,0,50,100,8,15,100,Atlantic
,Number of Arrests,6822,1,0,1,1,1,7,0,Atlantic
NJ0011500,LONGPORT PD,873,,,,,,,,Atlantic
,Number of Offenses,873,0,0,0,0,0,3,2,Atlantic
,"Rate Per 100,000",873,0,0,0,0,0,343.6,229.1,Atlantic
,Number of Clearances,873,0,0,0,0,0,0,1,Atlantic
,Percent Cleared,873,0,0,0,0,0,0,50,Atlantic
,Number of Arrests,873,0,0,0,0,0,1,0,Atlantic
NJ0011600,MARGATE PD,6045,,,,,,,,Atlantic
,Number of Offenses,6045,0,1,1,7,43,92,0,Atlantic
,"Rate Per 100,000",6045,0,16.5,16.5,115.8,711.3,"1,521.9",0,Atlantic
,Number of Clearances,6045,0,1,0,7,1,15,0,Atlantic
,Percent Cleared,6045,0,100,0,100,2,16,0,Atlantic
,Number of Arrests,6045,0,0,0,6,0,10,0,Atlantic
NJ0011700,MULLICA TWP PD,6005,,,,,,,,Atlantic
,Number of Offenses,6005,0,0,1,5,33,31,7,Atlantic
,"Rate Per 100,000",6005,0,0,16.7,83.3,549.5,516.2,116.6,Atlantic
,Number of Clearances,6005,0,0,1,4,5,3,2,Atlantic
,Percent Cleared,6005,0,0,100,80,15,10,29,Atlantic
,Number of Arrests,6005,0,0,4,2,8,1,1,Atlantic
NJ0011800,NORTHFIELD PD,8324,,,,,,,,Atlantic
,Number of Offenses,8324,0,0,2,6,29,47,2,Atlantic
,"Rate Per 100,000",8324,0,0,24.0,72.1,348.4,564.6,24.0,Atlantic
,Number of Clearances,8324,0,0,0,0,1,2,0,Atlantic
,Percent Cleared,8324,0,0,0,0,3,4,0,Atlantic
,Number of Arrests,8324,0,0,0,1,4,8,1,Atlantic
NJ0011900,PLEASANTVILLE PD,20799,,,,,,,,Atlantic
,Number of Offenses,20799,1,19,33,39,99,195,12,Atlantic
,"Rate Per 100,000",20799,4.8,91.4,158.7,187.5,476.0,937.5,57.7,Atlantic
,Number of Clearances,20799,1,4,18,20,16,36,4,Atlantic
,Percent Cleared,20799,100,21,55,51,16,18,33,Atlantic
,Number of Arrests,20799,0,3,21,23,14,30,0,Atlantic
NJ0012100,SOMERS POINT PD,10436,,,,,,,,Atlantic
,Number of Offenses,10436,0,3,6,5,30,209,7,Atlantic
,"Rate Per 100,000",10436,0,28.7,57.5,47.9,287.5,"2,002.7",67.1,Atlantic
,Number of Clearances,10436,0,0,3,3,4,55,5,Atlantic
,Percent Cleared,10436,0,0,50,60,13,26,71,Atlantic
,Number of Arrests,10436,0,1,5,5,3,73,3,Atlantic
NJ001SP,SP: ATLANTIC COUNTY,,,,,,,,,Atlantic
,Number of Offenses,,0,1,4,19,29,506,9,Atlantic
,"Rate Per 100,000",,0,0,0,0,0,0,0,Atlantic
,Number of Clearances,,0,0,0,4,7,147,3,Atlantic
,Percent Cleared,,0,0,0,21,24,29,33,Atlantic
,Number of Arrests,,1,0,1,8,3,87,4,Atlantic
NJ0012400,STOCKTON UNIVERSITY,0,,,,,,,,Atlantic
,Number of Offenses,,0,1,0,0,1,27,1,Atlantic
,"Rate Per 100,000",,0,0,0,0,0,0,0,Atlantic
,Number of Clearances,,0,0,0,0,0,5,0,Atlantic
,Percent Cleared,,0,0,0,0,0,19,0,Atlantic
,Number of Arrests,,0,0,0,0,0,1,0,Atlantic
NJ0012200,VENTNOR PD,10182,,,,,,,,Atlantic
NJ0020100,ALLENDALE PD,6865,,,,,,,,Bergen
,Number of Offenses,,0,1,0,2,4,23,3,Bergen
,"Rate Per 100,000",,0,14.6,0,29.1,58.3,335.0,43.7,Bergen
,Number of Clearances,,0,0,0,2,0,7,1,Bergen
,Percent Cleared,,0,0,0,100,0,30,33,Bergen
,Number of Arrests,,0,0,0,2,0,8,1,Bergen
NJ0020200,ALPINE PD,1873,,,,,,,,Bergen
,Number of Offenses,,0,1,0,0,4,11,9,Bergen
,"Rate Per 100,000",,0,53.4,0,0,213.6,587.3,480.5,Bergen
,Number of Clearances,,0,0,0,0,0,0,1,Bergen
,Percent Cleared,,0,0,0,0,0,0,11,Bergen
,Number of Arrests,,0,0,0,0,0,0,0,Bergen
NJ0028900,BERGEN CO PROSECUTOR'S OFFICE,0,,,,,,,,Bergen
,Number of Offenses,,0,0,0,0,0,0,0,Bergen
,"Rate Per 100,000",,0,0,0,0,0,0,0,Bergen
,Number of Clearances,,0,0,0,0,0,0,0,Bergen
,Percent Cleared,,0,0,0,0,0,0,0,Bergen
,Number of Arrests,,0,0,0,0,0,0,0,Bergen
NJ0020000,BERGEN CO SHERIFF'S DEPT,0,,,,,,,,Bergen
,Number of Offenses,,0,0,0,0,0,0,0,Bergen
,"Rate Per 100,000",,0,0,0,0,0,0,0,Bergen
,Number of Clearances,,0,0,0,0,0,0,0,Bergen
,Percent Cleared,,0,0,0,0,0,0,0,Bergen
,Number of Arrests,,0,0,0,1,1,2,0,Bergen
NJ0020300,BERGENFIELD PD,27684,,,,,,,,Bergen
,Number of Offenses,,0,0,1,0,12,60,4,Bergen
,"Rate Per 100,000",,0,0,3.6,0,43.3,216.7,14.4,Bergen
,Number of Clearances,,0,0,0,0,0,5,1,Bergen
,Percent Cleared,,0,0,0,0,0,8,25,Bergen
,Number of Arrests,,0,0,0,4,2,3,2,Bergen
NJ0020400,BOGOTA PD,8499,,,,,,,,Bergen
,Number of Offenses,,1,0,1,0,8,34,3,Bergen
,"Rate Per 100,000",,11.8,0,11.8,0,94.1,400.0,35.3,Bergen
,Number of Clearances,,1,0,1,0,1,1,1,Bergen
,Percent Cleared,,100,0,100,0,13,3,33,Bergen
,Number of Arrests,,1,0,1,4,3,0,1,Bergen
NJ0020500,CARLSTADT PD,6252,,,,,,,,Bergen
,Number of Offenses,,0,0,2,4,5,79,3,Bergen
,"Rate Per 100,000",,0,0,32.0,64.0,80.0,"1,263.6",48.0,Bergen
,Number of Clearances,,0,0,1,3,1,15,0,Bergen
,Percent Cleared,,0,0,50,75,20,19,0,Bergen
,Number of Arrests,,0,0,4,3,1,15,0,Bergen
NJ0020600,CLIFFSIDE PARK PD,25001,,,,,,,,Bergen
,Number of Offenses,,0,5,4,6,17,121,12,Bergen
,"Rate Per 100,000",,0,20.0,16.0,24.0,68.0,484.0,48.0,Bergen
,Number of Clearances,,0,4,2,6,4,28,7,Bergen
,Percent Cleared,,0,80,50,100,24,23,58,Bergen
,Number of Arrests,,0,1,2,8,9,16,1,Bergen
NJ0020700,CLOSTER PD,8691,,,,,,,,Bergen
,Number of Offenses,,0,0,0,1,1,49,8,Bergen
,"Rate Per 100,000",,0,0,0,11.5,11.5,563.8,92.0,Bergen
,Number of Clearances,,0,0,0,1,0,4,0,Bergen
,Percent Cleared,,0,0,0,100,0,8,0,Bergen
,Number of Arrests,,0,0,1,1,0,6,0,Bergen
NJ0020800,CRESSKILL PD,8862,,,,,,,,Bergen
,Number of Offenses,,0,0,0,1,11,25,11,Bergen
,"Rate Per 100,000",,0,0,0,11.3,124.1,282.1,124.1,Bergen
,Number of Clearances,,0,0,0,1,3,0,1,Bergen
,Percent Cleared,,0,0,0,100,27,0,9,Bergen
,Number of Arrests,,0,0,0,2,1,3,2,Bergen
NJ0020900,DEMAREST PD,4977,,,,,,,,Bergen
,Number of Offenses,,0,0,0,0,2,10,9,Bergen
,"Rate Per 100,000",,0,0,0,0,40.2,200.9,180.8,Bergen
,Number of Clearances,,0,0,0,0,0,0,7,Bergen
,Percent Cleared,,0,0,0,0,0,0,78,Bergen
,Number of Arrests,,0,0,0,0,0,0,0,Bergen
NJ0021000,DUMONT PD,17825,,,,,,,,Bergen
,Number of Offenses,,0,0,2,3,6,43,0,Bergen
,"Rate Per 100,000",,0,0,11.2,16.8,33.7,241.2,0,Bergen
,Number of Clearances,,0,0,1,3,0,5,0,Bergen
,Percent Cleared,,0,0,50,100,0,12,0,Bergen
,Number of Arrests,,0,0,1,4,0,13,1,Bergen
NJ0021200,EAST RUTHERFORD PD,9941,,,,,,,,Bergen
,Number of Offenses,,0,3,3,8,15,123,10,Bergen
,"Rate Per 100,000",,0,30.2,30.2,80.5,150.9,"1,237.3",100.6,Bergen
,Number of Clearances,,0,1,1,4,3,18,0,Bergen
,Percent Cleared,,0,33,33,50,20,15,0,Bergen
,Number of Arrests,,0,3,4,5,3,20,0,Bergen
NJ0021300,EDGEWATER PD,12318,,,,,,,,Bergen
,Number of Offenses,,0,0,3,10,3,127,7,Bergen
,"Rate Per 100,000",,0,0,24.4,81.2,24.4,"1,031.0",56.8,Bergen
,Number of Clearances,,0,0,2,10,1,52,0,Bergen
,Percent Cleared,,0,0,67,100,33,41,0,Bergen
,Number of Arrests,,0,0,2,10,1,52,4,Bergen
NJ0021100,ELMWOOD PARK PD,20277,,,,,,,,Bergen
,Number of Offenses,,0,0,14,19,37,284,21,Bergen
,"Rate Per 100,000",,0,0,69.0,93.7,182.5,"1,400.6",103.6,Bergen
,Number of Clearances,,0,0,2,14,11,44,0,Bergen
,Percent Cleared,,0,0,14,74,30,15,0,Bergen
,Number of Arrests,,0,0,2,15,11,47,4,Bergen
NJ0021400,EMERSON PD,7679,,,,,,,,Bergen
,Number of Offenses,,0,0,0,2,2,32,2,Bergen
,"Rate Per 100,000",,0,0,0,26.0,26.0,416.7,26.0,Bergen
,Number of Clearances,,0,0,0,2,1,3,0,Bergen
,Percent Cleared,,0,0,0,100,50,9,0,Bergen
,Number of Arrests,,0,0,0,2,1,4,0,Bergen
NJ0021600,ENGLEWOOD CLIFFS PD,5395,,,,,,,,Bergen
,Number of Offenses,,0,0,0,1,17,38,7,Bergen
,"Rate Per 100,000",,0,0,0,18.5,315.1,704.4,129.7,Bergen
,Number of Clearances,,0,0,0,0,1,0,2,Bergen
,Percent Cleared,,0,0,0,0,6,0,29,Bergen
,Number of Arrests,,0,0,0,0,1,1,0,Bergen
NJ0021500,ENGLEWOOD PD,28988,,,,,,,,Bergen
,Number of Offenses,,0,6,19,60,45,215,21,Bergen
,"Rate Per 100,000",,0,20.7,65.5,207.0,155.2,741.7,72.4,Bergen
,Number of Clearances,,0,0,7,36,5,11,1,Bergen
,Percent Cleared,,0,0,37,60,11,5,5,Bergen
,Number of Arrests,,0,2,10,48,9,9,0,Bergen
NJ0021700,FAIR LAWN PD,33413,,,,,,,,Bergen
,Number of Offenses,,2,0,4,13,39,255,10,Bergen
,"Rate Per 100,000",,6.0,0,12.0,38.9,116.7,763.2,29.9,Bergen
,Number of Clearances,,2,0,2,12,12,68,0,Bergen
,Percent Cleared,,100,0,50,92,31,27,0,Bergen
,Number of Arrests,,2,0,2,11,9,74,1,Bergen
NJ0021800,FAIRVIEW PD,14428,,,,,,,,Bergen
,Number of Offenses,,0,0,25,10,29,109,6,Bergen
,"Rate Per 100,000",,0,0,173.3,69.3,201.0,755.5,41.6,Bergen
,Number of Clearances,,0,0,6,8,1,24,3,Bergen
,Percent Cleared,,0,0,24,80,3,22,50,Bergen
,Number of Arrests,,0,0,10,8,1,21,4,Bergen
NJ0021900,FORT LEE PD,37729,,,,,,,,Bergen
,Number of Offenses,,0,3,6,13,32,220,19,Bergen
,"Rate Per 100,000",,0,8.0,15.9,34.5,84.8,583.1,50.4,Bergen
,Number of Clearances,,0,0,0,0,0,0,0,Bergen
,Percent Cleared,,0,0,0,0,0,0,0,Bergen
,Number of Arrests,,0,0,6,10,15,25,0,Bergen
NJ0022000,FRANKLIN LAKES BORO PD,11191,,,,,,,,Bergen
,Number of Offenses,,0,0,1,0,7,46,6,Bergen
,"Rate Per 100,000",,0,0,8.9,0,62.6,411.0,53.6,Bergen
,Number of Clearances,,0,0,0,0,2,7,0,Bergen
,Percent Cleared,,0,0,0,0,29,15,0,Bergen
,Number of Arrests,,0,0,1,0,2,11,0,Bergen
NJ0022100,GARFIELD PD,32203,,,,,,,,Bergen
,Number of Offenses,,0,11,27,41,61,480,44,Bergen
,"Rate Per 100,000",,0,34.2,83.8,127.3,189.4,"1,490.5",136.6,Bergen
,Number of Clearances,,0,5,13,29,11,191,2,Bergen
,Percent Cleared,,0,45,48,71,18,40,5,Bergen
,Number of Arrests,,0,3,10,19,17,177,2,Bergen
NJ0022200,GLEN ROCK PD,11937,,,,,,,,Bergen
,Number of Offenses,,0,0,0,0,1,47,1,Bergen
,"Rate Per 100,000",,0,0,0,0,8.4,393.7,8.4,Bergen
,Number of Clearances,,0,0,0,0,0,14,0,Bergen
,Percent Cleared,,0,0,0,0,0,30,0,Bergen
,Number of Arrests,,0,0,0,0,0,14,0,Bergen
NJ0022300,HACKENSACK PD,44926,,,,,,,,Bergen
,Number of Offenses,,0,15,28,73,36,578,35,Bergen
,"Rate Per 100,000",,0,33.4,62.3,162.5,80.1,"1,286.6",77.9,Bergen
,Number of Clearances,,0,6,10,45,6,106,4,Bergen
,Percent Cleared,,0,40,36,62,17,18,11,Bergen
,Number of Arrests,,0,5,9,45,8,103,3,Bergen
NJ0022400,HARRINGTON PARK PD,4802,,,,,,,,Bergen
,Number of Offenses,,0,0,0,0,7,3,3,Bergen
,"Rate Per 100,000",,0,0,0,0,145.8,62.5,62.5,Bergen
,Number of Clearances,,0,0,0,0,1,3,0,Bergen
,Percent Cleared,,0,0,0,0,14,100,0,Bergen
,Number of Arrests,,0,0,0,0,1,2,0,Bergen
NJ0022500,HASBROUCK HEIGHTS PD,12163,,,,,,,,Bergen
,Number of Offenses,,0,0,0,1,0,51,0,Bergen
,"Rate Per 100,000",,0,0,0,8.2,0,419.3,0,Bergen
,Number of Clearances,,0,0,0,1,0,3,0,Bergen
,Percent Cleared,,0,0,0,100,0,6,0,Bergen
,Number of Arrests,,0,0,0,2,0,4,0,Bergen
NJ0022600,HAWORTH PD,3463,,,,,,,,Bergen
,Number of Offenses,,0,0,0,0,1,11,0,Bergen
,"Rate Per 100,000",,0,0,0,0,28.9,317.6,0,Bergen
,Number of Clearances,,0,0,0,0,0,0,0,Bergen
,Percent Cleared,,0,0,0,0,0,0,0,Bergen
,Number of Arrests,,0,0,0,0,0,0,0,Bergen
NJ0022700,HILLSDALE PD,10484,,,,,,,,Bergen
,Number of Offenses,,0,0,1,2,3,37,1,Bergen
,"Rate Per 100,000",,0,0,9.5,19.1,28.6,352.9,9.5,Bergen
,Number of Clearances,,0,0,1,2,0,11,2,Bergen
,Percent Cleared,,0,0,100,100,0,30,200,Bergen
,Number of Arrests,,0,0,1,5,0,12,0,Bergen
NJ0022800,HO-HO-KUS PD,4139,,,,,,,,Bergen
,Number of Offenses,,0,0,0,1,10,20,1,Bergen
,"Rate Per 100,000",,0,0,0,24.2,241.6,483.2,24.2,Bergen
,Number of Clearances,,0,0,0,1,0,1,0,Bergen
,Percent Cleared,,0,0,0,100,0,5,0,Bergen
,Number of Arrests,,0,0,0,1,0,1,0,Bergen
NJ0022900,LEONIA PD,9175,,,,,,,,Bergen
,Number of Offenses,,0,0,0,3,10,59,5,Bergen
,"Rate Per 100,000",,0,0,0,32.7,109.0,643.1,54.5,Bergen
,Number of Clearances,,0,0,0,3,4,7,2,Bergen
,Percent Cleared,,0,0,0,100,40,12,40,Bergen
,Number of Arrests,,0,0,1,6,7,2,1,Bergen
NJ0023000,LITTLE FERRY PD,10895,,,,,,,,Bergen
,Number of Offenses,,0,0,0,7,17,67,10,Bergen
,"Rate Per 100,000",,0,0,0,64.2,156.0,615.0,91.8,Bergen
,Number of Clearances,,0,0,0,3,2,4,0,Bergen
,Percent Cleared,,0,0,0,43,12,6,0,Bergen
,Number of Arrests,,0,0,1,6,2,2,0,Bergen
NJ0023100,LODI PD,24720,,,,,,,,Bergen
,Number of Offenses,,0,3,9,16,37,184,33,Bergen
,"Rate Per 100,000",,0,12.1,36.4,64.7,149.7,744.3,133.5,Bergen
,Number of Clearances,,0,1,1,11,0,14,1,Bergen
,Percent Cleared,,0,33,11,69,0,8,3,Bergen
,Number of Arrests,,0,1,1,11,1,15,1,Bergen
NJ0023200,LYNDHURST PD,22384,,,,,,,,Bergen
,Number of Offenses,,0,2,3,7,12,138,18,Bergen
,"Rate Per 100,000",,0,8.9,13.4,31.3,53.6,616.5,80.4,Bergen
,Number of Clearances,,0,1,2,4,1,36,1,Bergen
,Percent Cleared,,0,50,67,57,8,26,6,Bergen
,Number of Arrests,,0,1,2,3,1,37,1,Bergen
NJ0023300,MAHWAH TWP PD,26501,,,,,,,,Bergen
,Number of Offenses,,0,2,0,1,7,79,12,Bergen
,"Rate Per 100,000",,0,7.5,0,3.8,26.4,298.1,45.3,Bergen
,Number of Clearances,,0,0,0,1,2,9,3,Bergen
,Percent Cleared,,0,0,0,100,29,11,25,Bergen
,Number of Arrests,,0,0,0,1,5,6,2,Bergen
NJ0023400,MAYWOOD PD,9763,,,,,,,,Bergen
,Number of Offenses,,0,0,3,1,9,55,4,Bergen
,"Rate Per 100,000",,0,0,30.7,10.2,92.2,563.4,41.0,Bergen
,Number of Clearances,,0,0,2,1,0,8,0,Bergen
,Percent Cleared,,0,0,67,100,0,15,0,Bergen
,Number of Arrests,,0,0,5,4,0,14,0,Bergen
NJ0023500,MIDLAND PARK PD,7313,,,,,,,,Bergen
,Number of Offenses,,0,1,0,0,0,36,1,Bergen
,"Rate Per 100,000",,0,13.7,0,0,0,492.3,13.7,Bergen
,Number of Clearances,,0,1,0,0,0,3,0,Bergen
,Percent Cleared,,0,100,0,0,0,8,0,Bergen
,Number of Arrests,,0,0,0,2,0,2,0,Bergen
NJ0023600,MONTVALE PD,8729,,,,,,,,Bergen
,Number of Offenses,,0,0,0,0,0,19,1,Bergen
,"Rate Per 100,000",,0,0,0,0,0,217.7,11.5,Bergen
,Number of Clearances,,0,0,0,0,1,4,0,Bergen
,Percent Cleared,,0,0,0,0,0,21,0,Bergen
,Number of Arrests,,0,0,0,1,1,3,0,Bergen
NJ0023700,MOONACHIE PD,2774,,,,,,,,Bergen
,Number of Offenses,,0,2,0,2,3,53,2,Bergen
,"Rate Per 100,000",,0,72.1,0,72.1,108.1,"1,910.6",72.1,Bergen
,Number of Clearances,,0,1,0,1,2,3,0,Bergen
,Percent Cleared,,0,50,0,50,67,6,0,Bergen
,Number of Arrests,,0,0,0,0,1,5,0,Bergen
NJ0023800,NEW MILFORD PD,16701,,,,,,,,Bergen
,Number of Offenses,,0,1,0,4,11,39,2,Bergen
,"Rate Per 100,000",,0,6.0,0,24.0,65.9,233.5,12.0,Bergen
,Number of Clearances,,0,0,0,0,0,0,0,Bergen
,Percent Cleared,,0,0,0,0,0,0,0,Bergen
,Number of Arrests,,0,1,0,5,2,2,0,Bergen
NJ0023900,NORTH ARLINGTON PD,15868,,,,,,,,Bergen
,Number of Offenses,,0,0,2,3,9,120,19,Bergen
,"Rate Per 100,000",,0,0,12.6,18.9,56.7,756.2,119.7,Bergen
,Number of Clearances,,0,0,0,3,0,15,3,Bergen
,Percent Cleared,,0,0,0,100,0,13,16,Bergen
,Number of Arrests,,0,0,0,3,1,17,2,Bergen
NJ0024000,NORTHVALE PD,4965,,,,,,,,Bergen
,Number of Offenses,,0,0,0,2,0,5,0,Bergen
,"Rate Per 100,000",,0,0,0,40.3,0,100.7,0,Bergen
,Number of Clearances,,0,0,0,2,0,5,0,Bergen
,Percent Cleared,,0,0,0,100,0,100,0,Bergen
,Number of Arrests,,0,0,0,2,0,5,0,Bergen
NJ0024100,NORWOOD PD,5836,,,,,,,,Bergen
,Number of Offenses,,0,0,0,0,0,14,1,Bergen
,"Rate Per 100,000",,0,0,0,0,0,239.9,17.1,Bergen
,Number of Clearances,,0,0,0,0,0,0,0,Bergen
,Percent Cleared,,0,0,0,0,0,0,0,Bergen
,Number of Arrests,,0,0,0,0,0,0,0,Bergen
NJ0024200,OAKLAND PD,13102,,,,,,,,Bergen
,Number of Offenses,,0,0,0,7,4,44,0,Bergen
,"Rate Per 100,000",,0,0,0,53.4,30.5,335.8,0,Bergen
,Number of Clearances,,0,0,0,6,1,3,0,Bergen
,Percent Cleared,,0,0,0,86,25,7,0,Bergen
,Number of Arrests,,0,0,0,6,1,4,0,Bergen
NJ0024300,OLD TAPPAN PD,5998,,,,,,,,Bergen
,Number of Offenses,,0,0,0,1,2,12,8,Bergen
,"Rate Per 100,000",,0,0,0,16.7,33.3,200.1,133.4,Bergen
,Number of Clearances,,0,0,0,1,0,1,2,Bergen
,Percent Cleared,,0,0,0,100,0,8,25,Bergen
,Number of Arrests,,0,0,0,1,1,0,0,Bergen
NJ0024400,ORADELL PD,8243,,,,,,,,Bergen
,Number of Offenses,,0,4,0,2,4,18,3,Bergen
,"Rate Per 100,000",,0,48.5,0,24.3,48.5,218.4,36.4,Bergen
,Number of Clearances,,0,2,0,2,2,6,1,Bergen
,Percent Cleared,,0,50,0,100,50,33,33,Bergen
,Number of Arrests,,0,1,0,2,1,7,0,Bergen
NJNPIPP00,PALISADES INTER. PARKWAY PD,0,,,,,,,,Bergen
,Number of Offenses,,0,0,0,4,3,5,0,Bergen
,"Rate Per 100,000",,0,0,0,0,0,0,0,Bergen
,Number of Clearances,,0,0,0,3,0,2,0,Bergen
,Percent Cleared,,0,0,0,75,0,40,0,Bergen
,Number of Arrests,,0,0,0,3,0,2,1,Bergen
NJ0024500,PALISADES PARK PD,20888,,,,,,,,Bergen
,Number of Offenses,,0,1,10,6,34,80,16,Bergen
,"Rate Per 100,000",,0,4.8,47.9,28.7,162.8,383.0,76.6,Bergen
,Number of Clearances,,0,1,4,6,12,11,1,Bergen
,Percent Cleared,,0,100,40,100,35,14,6,Bergen
,Number of Arrests,,0,1,3,6,23,17,3,Bergen
NJ0024600,PARAMUS PD,26744,,,,,,,,Bergen
,Number of Offenses,,0,3,12,9,24,1015,28,Bergen
,"Rate Per 100,000",,0,11.2,44.9,33.7,89.7,"3,795.2",104.7,Bergen
,Number of Clearances,,0,1,4,3,3,412,4,Bergen
,Percent Cleared,,0,33,33,33,13,41,14,Bergen
,Number of Arrests,,0,1,7,6,11,499,3,Bergen
NJ0024700,PARK RIDGE PD,8858,,,,,,,,Bergen
,Number of Offenses,,0,0,0,3,6,9,0,Bergen
,"Rate Per 100,000",,0,0,0,33.9,67.7,101.6,0,Bergen
,Number of Clearances,,0,0,0,0,0,0,0,Bergen
,Percent Cleared,,0,0,0,0,0,0,0,Bergen
,Number of Arrests,,0,0,0,3,2,1,0,Bergen
NJ0024800,RAMSEY PD,15126,,,,,,,,Bergen
,Number of Offenses,,0,0,0,2,8,96,2,Bergen
,"Rate Per 100,000",,0,0,0,13.2,52.9,634.7,13.2,Bergen
,Number of Clearances,,0,0,0,1,3,21,1,Bergen
,Percent Cleared,,0,0,0,50,38,22,50,Bergen
,Number of Arrests,,0,0,1,1,2,33,1,Bergen
NJ0024900,RIDGEFIELD BORO PD,11329,,,,,,,,Bergen
,Number of Offenses,,0,0,1,2,7,57,4,Bergen
